GENEID	HN-score(HN5)
Os09g0565900	0
Os09g0566050	-15
Os09g0566075	-15
Os09g0566100	8
Os09g0566300	-5
Os09g0566400	-6
Os09g0566550	8
Os09g0566600	-4
Os09g0566700	2
Os09g0567000	0
Os09g0567100	4
Os09g0567201	-6
Os09g0567300	6
Os09g0567366	-1
Os09g0567400	-3
Os09g0567500	-40
Os09g0567600	-38
Os09g0567700	8
Os09g0567800	2
Os09g0567900	2
Os09g0568000	4
Os09g0568050	2
Os09g0568100	1
Os09g0568200	-6
Os09g0568266	-20
Os09g0568400	-4
Os09g0568500	0
Os09g0568600	2
Os09g0568700	9
Os09g0568800	-9
Os09g0568900	-1
Os09g0569000	11
Os09g0569100	6
Os09g0569151	-3
Os09g0569200	7
Os09g0569300	-1
Os09g0569400	4
Os09g0569450	1
Os09g0569700	0
Os09g0569780	-4
Os09g0569800	-2
Os09g0569900	-7
Os09g0570000	-3
Os09g0570100	-16
Os09g0570150	-3
Os09g0570200	9
Os09g0570300	-2
Os09g0570400	-9
Os09g0570500	4
Os09g0570600	4
Os09g0570800	-12
Os09g0570850	7
Os09g0570900	2
Os09g0570951	-14
Os09g0571000	-1
Os09g0571033	-2
Os09g0571100	-27
Os09g0571200	-8
Os09g0571400	-5
Os09g0571500	5
Os09g0571700	4
Os09g0572000	-18
Os09g0572100	3
Os09g0572150	23
Os09g0572200	7
Os09g0572250	5
Os09g0572301	2
Os09g0572400	6
Os09g0572450	14
Os09g0572500	-5
Os09g0572525	-5
Os09g0572550	-5
Os09g0572600	11
Os09g0572700	-3
Os09g0572800	10
Os09g0572900	1
Os09g0572950	4
Os09g0573000	7
Os09g0573100	3
Os09g0573150	1
Os09g0573200	1
Os10g0100200	2
Os10g0100300	0
Os10g0100500	0
Os10g0100700	-24
Os10g0100900	1
Os10g0101000	-4
Os10g0101100	9
Os10g0101125	6
Os10g0101150	0
Os10g0101200	-11
Os10g0101900	3
Os10g0102200	-1
Os10g0102400	3
Os10g0102900	-4
Os10g0103140	0
Os10g0103380	0
Os10g0103500	6
Os10g0103622	0
Os10g0103700	-3
Os10g0103800	-8
Os10g0104000	2
Os10g0104300	-9
Os10g0104500	6
Os10g0104700	11
Os10g0104750	2
Os10g0104800	4
Os10g0104900	-9
Os10g0105400	8
Os10g0105700	-11
Os10g0105750	-2
Os10g0105800	-1
Os10g0105850	-4
Os10g0105900	-12
Os10g0105933	-4
Os10g0105966	0
Os10g0106000	-2
Os10g0106550	-21
Os10g0106600	8
Os10g0107000	26
Os10g0107200	0
Os10g0107600	13
Os10g0107866	-15
Os10g0108700	-6
Os10g0108750	-3
Os10g0108800	-4
Os10g0109066	-8
Os10g0109300	-3
Os10g0109600	-24
Os10g0109700	-6
Os10g0109750	1
Os10g0109801	-7
Os10g0109900	8
Os10g0110075	0
Os10g0110250	0
Os10g0110425	-4
Os10g0110600	-6
Os10g0110800	-12
Os10g0110950	-13
Os10g0111300	-2
Os10g0111325	-8
Os10g0111350	-8
Os10g0111400	-1
Os10g0111550	-1
Os10g0111700	-15
Os10g0111800	0
Os10g0111850	-3
Os10g0111900	-1
Os10g0112100	-22
Os10g0112500	-5
Os10g0112600	1
Os10g0112700	-13
Os10g0112850	-1
Os10g0113000	-10
Os10g0113050	1
Os10g0113100	1
Os10g0113201	3
Os10g0113375	-3
Os10g0113549	2
Os10g0113723	2
Os10g0113900	-8
Os10g0114101	-39
Os10g0114300	-11
Os10g0114400	-13
Os10g0114850	1
Os10g0115200	-3
Os10g0115500	10
Os10g0115550	12
Os10g0115600	7
Os10g0116000	4
Os10g0116200	7
Os10g0116300	-1
Os10g0116400	-2
Os10g0116600	14
Os10g0116650	3
Os10g0116701	21
Os10g0116800	-19
Os10g0116900	5
Os10g0117000	1
Os10g0117400	-6
Os10g0117800	2
Os10g0118000	4
Os10g0118100	-2
Os10g0118200	-28
Os10g0118800	54
Os10g0118900	6
Os10g0119100	-8
Os10g0119300	10
Os10g0120300	8
Os10g0121300	-2
Os10g0122000	-13
Os10g0122100	-2
Os10g0122200	0
Os10g0122300	-1
Os10g0122400	-12
Os10g0122500	-8
Os10g0122600	3
Os10g0122701	7
Os10g0123200	1
Os10g0123350	0
Os10g0123900	0
Os10g0124000	1
Os10g0124100	9
Os10g0124150	11
Os10g0124200	2
Os10g0124400	-13
Os10g0124500	1
Os10g0124700	-2
Os10g0124900	7
Os10g0125300	-3
Os10g0125600	3
Os10g0125700	-5
Os10g0126000	11
Os10g0126100	0
Os10g0126500	-7
Os10g0126600	-7
Os10g0126700	2
Os10g0126800	6
Os10g0127000	-3
Os10g0127350	0
Os10g0127700	5
Os10g0127900	0
Os10g0128200	8
Os10g0128300	3
Os10g0128400	3
Os10g0128502	-22
Os10g0128600	0
Os10g0128700	2
Os10g0128900	0
Os10g0129100	-3
Os10g0129200	6
Os10g0129732	3
Os10g0130000	0
Os10g0130066	-2
Os10g0130132	0
Os10g0130200	16
Os10g0130300	0
Os10g0130500	-26
Os10g0130600	-10
Os10g0130701	2
Os10g0130800	-4
Os10g0130900	0
Os10g0131000	-7
Os10g0131100	5
Os10g0131200	-9
Os10g0131500	-1
Os10g0131550	1
Os10g0131701	14
Os10g0131750	1
Os10g0131800	6
Os10g0131850	-6
Os10g0132300	-3
Os10g0132400	2
Os10g0132500	-5
Os10g0132700	2
Os10g0132800	11
Os10g0132901	7
Os10g0133000	16
Os10g0133100	-7
Os10g0133133	0
Os10g0133166	2
Os10g0133500	-27
Os10g0133600	-27
Os10g0133800	-3
Os10g0134033	-3
Os10g0134250	0
Os10g0134266	1
Os10g0134500	-13
Os10g0134700	-5
Os10g0134800	2
Os10g0134900	2
Os10g0135100	-8
Os10g0135200	2
Os10g0135250	2
Os10g0135300	3
Os10g0135400	-1
Os10g0135500	-1
Os10g0135600	0
Os10g0135650	-14
Os10g0135700	-20
Os10g0135833	0
Os10g0136100	12
Os10g0136150	-24
Os10g0136200	0
Os10g0136400	-9
Os10g0136450	1
Os10g0136500	-14
Os10g0136625	-1
Os10g0136800	7
Os10g0136900	9
Os10g0136950	-2
Os10g0137000	3
Os10g0137100	10
Os10g0137300	-13
Os10g0137700	-1
Os10g0138000	0
Os10g0138100	1
Os10g0138150	-4
Os10g0138300	-1
Os10g0138600	-1
Os10g0139300	-1
Os10g0139500	8
Os10g0139600	0
Os10g0139700	-14
Os10g0140200	3
Os10g0140300	-29
Os10g0140700	8
Os10g0140900	4
Os10g0141050	0
Os10g0141200	0
Os10g0141300	1
Os10g0141400	0
Os10g0141500	-5
Os10g0141600	7
Os10g0141700	-4
Os10g0141900	-2
Os10g0142100	2
Os10g0142301	-3
Os10g0142500	3
Os10g0142600	-28
Os10g0142700	-10
Os10g0142900	1
Os10g0143200	3
Os10g0143500	1
Os10g0143800	-3
Os10g0143866	0
Os10g0143932	0
Os10g0144000	-11
Os10g0144700	-43
Os10g0144800	-2
Os10g0145000	1
Os10g0145100	4
Os10g0145200	2
Os10g0146200	10
Os10g0146601	-4
Os10g0146901	-5
Os10g0147200	-34
Os10g0147250	-2
Os10g0147300	-3
Os10g0147400	-15
Os10g0147566	1
Os10g0147900	-2
Os10g0148000	5
Os10g0148100	-54
Os10g0148400	-23
Os10g0148700	2
Os10g0148800	10
Os10g0149000	-34
Os10g0149100	-40
Os10g0149200	-28
Os10g0149400	-27
Os10g0149700	3
Os10g0149800	-14
Os10g0150000	-28
Os10g0150200	-3
Os10g0150300	-16
Os10g0150400	-35
Os10g0150600	-29
Os10g0150700	-60
Os10g0150800	-46
Os10g0151100	6
Os10g0151233	1
Os10g0151366	-1
Os10g0151500	-2
Os10g0151650	0
Os10g0151800	0
Os10g0152000	1
Os10g0152400	0
Os10g0152801	0
Os10g0153900	29
Os10g0154000	3
Os10g0154200	-1
Os10g0154401	1
Os10g0154500	23
Os10g0154533	5
Os10g0154566	21
Os10g0154600	18
Os10g0154700	-7
Os10g0154900	0
Os10g0155100	-15
Os10g0155200	7
Os10g0155300	-2
Os10g0155400	-3
Os10g0155450	-4
Os10g0155500	5
Os10g0155600	-5
Os10g0155700	-9
Os10g0155800	11
Os10g0155900	2
Os10g0156200	15
Os10g0156300	-2
Os10g0156800	0
Os10g0157200	2
Os10g0157300	-4
Os10g0157400	9
Os10g0158000	6
Os10g0158400	-3
Os10g0158475	0
Os10g0158550	19
Os10g0158625	1
Os10g0158700	-5
Os10g0159033	70
Os10g0159167	7
Os10g0159300	-1
Os10g0159600	-8
Os10g0159700	-6
Os10g0159800	6
Os10g0160000	9
Os10g0160100	-36
Os10g0160600	-18
Os10g0160700	-44
Os10g0161100	2
Os10g0161400	-4
Os10g0161550	1
Os10g0161625	0
Os10g0161700	1
Os10g0161800	-5
Os10g0162100	-15
Os10g0162300	-11
Os10g0162400	11
Os10g0162500	2
Os10g0162600	-13
Os10g0162832	-5
Os10g0162834	-8
Os10g0162836	-11
Os10g0162838	-12
Os10g0162840	-18
Os10g0162842	-14
Os10g0162844	-21
Os10g0162846	0
Os10g0162848	17
Os10g0162854	3
Os10g0162856	0
Os10g0162980	12
Os10g0163040	-5
Os10g0163100	8
Os10g0163130	-3
Os10g0163190	4
Os10g0163220	-3
Os10g0163250	-1
Os10g0163290	-26
Os10g0163300	-18
Os10g0163310	-1
Os10g0163340	-2
Os10g0163370	-3
Os10g0164001	-7
Os10g0164500	52
Os10g0165000	-2
Os10g0165300	-70
Os10g0165400	6
Os10g0166300	1
Os10g0166600	18
Os10g0167200	16
Os10g0167250	-4
Os10g0167300	1
Os10g0167401	-7
Os10g0167500	7
Os10g0167600	-5
Os10g0167700	5
Os10g0167900	0
Os10g0168000	0
Os10g0168200	0
Os10g0168300	0
Os10g0168500	0
Os10g0168550	-1
Os10g0168751	2
Os10g0168900	3
Os10g0169200	-7
Os10g0169800	3
Os10g0169900	0
Os10g0170000	-12
Os10g0170200	0
Os10g0170300	4
Os10g0170501	-1
Os10g0171300	0
Os10g0171500	-11
Os10g0172000	2
Os10g0172100	2
Os10g0172600	-38
Os10g0173000	81
Os10g0173800	2
Os10g0174548	0
Os10g0174624	0
Os10g0174751	0
Os10g0174800	0
Os10g0175066	3
Os10g0175500	2
Os10g0175700	0
Os10g0175800	0
Os10g0176300	-10
Os10g0176550	-14
Os10g0176700	-3
Os10g0176800	0
Os10g0176900	2
Os10g0177200	16
Os10g0177300	0
Os10g0177400	-3
Os10g0178000	2
Os10g0178101	-13
Os10g0178200	-1
Os10g0178500	-1
Os10g0178800	0
Os10g0179000	0
Os10g0179200	0
Os10g0180000	-5
Os10g0180600	3
Os10g0180800	-49
Os10g0181100	-13
Os10g0181200	-2
Os10g0181333	-18
Os10g0181600	-4
Os10g0181700	11
Os10g0181800	4
Os10g0181900	3
Os10g0182000	3
Os10g0182300	-7
Os10g0183000	9
Os10g0183150	1
Os10g0183500	0
Os10g0183800	4
Os10g0183900	2
Os10g0184200	-10
Os10g0184250	-8
Os10g0184300	4
Os10g0184432	-11
Os10g0184871	0
Os10g0185100	-9
Os10g0185200	-1
Os10g0185400	-11
Os10g0186200	-10
Os10g0186900	13
Os10g0187366	3
Os10g0187410	4
Os10g0187454	7
Os10g0187500	-3
Os10g0187701	0
Os10g0188000	4
Os10g0188100	-2
Os10g0188133	-3
Os10g0188166	0
Os10g0188250	-12
Os10g0188275	7
Os10g0188300	4
Os10g0188400	5
Os10g0188900	5
Os10g0189001	0
Os10g0189100	5
Os10g0189600	1
Os10g0190000	0
Os10g0190100	-13
Os10g0190500	11
Os10g0190600	15
Os10g0190800	9
Os10g0190900	2
Os10g0191000	-3
Os10g0191100	7
Os10g0191201	7
Os10g0191300	-21
Os10g0191600	-4
Os10g0191900	8
Os10g0192301	0
Os10g0193100	-12
Os10g0193500	3
Os10g0193601	1
Os10g0194200	4
Os10g0194225	-3
Os10g0194250	20
Os10g0194300	8
Os10g0194400	7
Os10g0195000	-28
Os10g0195050	-1
Os10g0195100	5
Os10g0195175	9
Os10g0195250	-116
Os10g0195600	-4
Os10g0196000	-14
Os10g0196100	-15
Os10g0196400	-4
Os10g0197000	-4
Os10g0197101	-7
Os10g0197300	1
Os10g0197600	0
Os10g0197700	10
Os10g0197800	19
Os10g0198100	4
Os10g0198300	-13
Os10g0198333	-10
Os10g0198366	-1
Os10g0198600	0
Os10g0198900	3
Os10g0199500	-9
Os10g0200000	-7
Os10g0200700	-6
Os10g0200800	-11
Os10g0202200	0
Os10g0202350	2
Os10g0202501	0
Os10g0202900	-24
Os10g0203000	-1
Os10g0203100	13
Os10g0203600	-2
Os10g0204100	0
Os10g0204300	-15
Os10g0204400	-18
Os10g0205200	-5
Os10g0205300	3
Os10g0205400	3
Os10g0205500	0
Os10g0205700	-12
Os10g0205802	4
Os10g0206000	5
Os10g0206500	-12
Os10g0206650	-2
Os10g0206800	11
Os10g0207101	0
Os10g0207400	-27
Os10g0207500	-2
Os10g0207700	0
Os10g0208200	1
Os10g0208250	0
Os10g0208500	11
Os10g0208600	-1
Os10g0208900	8
Os10g0209300	-2
Os10g0209433	8
Os10g0209566	4
Os10g0209700	-8
Os10g0210500	-23
Os10g0211900	0
Os10g0212100	4
Os10g0213100	10
Os10g0213700	-11
Os10g0213800	6
Os10g0213966	-1
Os10g0214132	5
Os10g0214300	12
Os10g0214400	8
Os10g0254720	5
Os10g0315400	-6
Os10g0315900	1
Os10g0316400	4
Os10g0317300	-2
Os10g0317900	-9
Os10g0317950	-11
Os10g0318000	14
Os10g0318700	7
Os10g0318900	5
Os10g0320001	-8
Os10g0320100	59
Os10g0320201	-4
Os10g0320300	0
Os10g0320400	0
Os10g0321700	7
Os10g0322032	5
Os10g0322300	7
Os10g0322600	-5
Os10g0323000	8
Os10g0323500	-8
Os10g0323600	-1
Os10g0323900	0
Os10g0324600	0
Os10g0324900	1
Os10g0325150	-1
Os10g0325400	7
Os10g0325750	0
Os10g0326100	0
Os10g0326200	0
Os10g0326400	2
Os10g0326800	10
Os10g0326900	-5
Os10g0327000	-13
Os10g0327050	-1
Os10g0327100	-5
Os10g0327201	1
Os10g0327300	-4
Os10g0327325	1
Os10g0327800	-6
Os10g0328100	8
Os10g0328600	42
Os10g0328700	4
Os10g0329300	-4
Os10g0329400	64
Os10g0329900	1
Os10g0330000	-9
Os10g0330300	7
Os10g0330400	-19
Os10g0330600	2
Os10g0330825	0
Os10g0331400	-2
Os10g0331500	-3
Os10g0331600	0
Os10g0331866	0
Os10g0332000	-1
Os10g0332300	-3
Os10g0332733	0
Os10g0333000	-5
Os10g0333700	1
Os10g0334500	33
Os10g0335000	63
Os10g0335200	3
Os10g0336300	3
Os10g0336600	-10
Os10g0336700	-2
Os10g0337400	8
Os10g0337500	-11
Os10g0337600	2
Os10g0337700	-6
Os10g0338500	-5
Os10g0338858	-4
Os10g0339182	-8
Os10g0339290	-2
Os10g0339400	10
Os10g0339532	-1
Os10g0339600	8
Os10g0339650	1
Os10g0340100	7
Os10g0340301	70
Os10g0340450	-3
Os10g0340600	-6
Os10g0340800	3
Os10g0340950	0
Os10g0341101	6
Os10g0341401	3
Os10g0341700	-4
Os10g0341750	-6
Os10g0341800	-6
Os10g0342300	-3
Os10g0342650	-5
Os10g0343000	-2
Os10g0343050	0
Os10g0343100	-3
Os10g0343200	-1
Os10g0343400	-11
Os10g0343500	10
Os10g0343900	-1
Os10g0343951	-4
Os10g0344000	-9
Os10g0344500	-14
Os10g0344550	-7
Os10g0344800	9
Os10g0344900	3
Os10g0345100	16
Os10g0345600	-1
Os10g0345650	4
Os10g0345701	6
Os10g0345900	7
Os10g0346200	6
Os10g0346300	-5
Os10g0346450	0
Os10g0346600	12
Os10g0347000	-6
Os10g0347400	1
Os10g0347800	8
Os10g0348600	-1
Os10g0348900	19
Os10g0349300	-47
Os10g0349400	13
Os10g0349600	2
Os10g0349900	-16
Os10g0350001	0
Os10g0350100	0
Os10g0350200	-1
Os10g0350300	0
Os10g0350450	4
Os10g0350500	10
Os10g0350800	3
Os10g0351200	-13
Os10g0351414	4
Os10g0351457	4
Os10g0351500	0
Os10g0351600	7
Os10g0351700	4
Os10g0352000	10
Os10g0352200	-2
Os10g0352500	9
Os10g0355800	1
Os10g0356000	21
Os10g0357700	10
Os10g0357800	-3
Os10g0357850	-4
Os10g0358100	0
Os10g0358150	1
Os10g0358200	-4
Os10g0358600	-3
Os10g0358700	0
Os10g0359200	3
Os10g0359500	18
Os10g0359700	-7
Os10g0359801	1
Os10g0360100	40
Os10g0360175	13
Os10g0360600	-1
Os10g0360800	-2
Os10g0360900	1
Os10g0361000	-39
Os10g0361300	-10
Os10g0361375	-2
Os10g0361876	12
Os10g0361900	0
Os10g0362300	8
Os10g0362700	7
Os10g0363100	3
Os10g0363300	8
Os10g0363500	5
Os10g0363600	-7
Os10g0363650	-2
Os10g0363700	4
Os10g0364600	-8
Os10g0364700	-1
Os10g0364800	7
Os10g0364900	16
Os10g0365001	5
Os10g0365050	-4
Os10g0365200	-21
Os10g0365466	0
Os10g0365800	-2
Os10g0365900	-15
Os10g0366400	1
Os10g0368100	-2
Os10g0368200	-7
Os10g0368400	13
Os10g0368902	3
Os10g0369000	10
Os10g0369500	0
Os10g0369600	4
Os10g0369750	-1
Os10g0369900	2
Os10g0369950	36
Os10g0370000	-5
Os10g0370100	9
Os10g0370200	0
Os10g0370300	2
Os10g0370400	1
Os10g0370500	-3
Os10g0370600	-8
Os10g0370700	-4
Os10g0370750	-7
Os10g0370800	13
Os10g0371000	-20
Os10g0371100	11
Os10g0371200	-1
Os10g0372100	0
Os10g0372300	0
Os10g0372366	-8
Os10g0372432	9
Os10g0372500	5
Os10g0372700	-4
Os10g0372800	-6
Os10g0373400	65
Os10g0374200	0
Os10g0374450	2
Os10g0374600	-3
Os10g0374700	2
Os10g0375000	4
Os10g0375200	-6
Os10g0375400	7
Os10g0375501	-9
Os10g0375600	2
Os10g0375700	-2
Os10g0376200	1
Os10g0376301	3
Os10g0376400	-26
Os10g0376900	-1
Os10g0377000	-21
Os10g0377150	-18
Os10g0377300	-17
Os10g0377400	-7
Os10g0377450	4
Os10g0377500	0
Os10g0377800	4
Os10g0378000	0
Os10g0378100	-5
Os10g0378300	11
Os10g0378400	5
Os10g0378450	33
Os10g0379100	22
Os10g0379233	5
Os10g0379854	5
Os10g0380100	13
Os10g0380800	5
Os10g0381200	7
Os10g0381601	17
Os10g0381700	0
Os10g0381800	9
Os10g0382100	1
Os10g0382300	4
Os10g0382400	-3
Os10g0382600	-14
Os10g0384600	2
Os10g0386300	-2
Os10g0386601	0
Os10g0387000	7
Os10g0387050	8
Os10g0387201	0
Os10g0388100	5
Os10g0388200	-3
Os10g0388500	3
Os10g0388600	16
Os10g0388701	-3
Os10g0388900	-7
Os10g0389000	3
Os10g0389100	5
Os10g0389150	9
Os10g0389200	5
Os10g0389300	21
Os10g0389402	-10
Os10g0389500	12
Os10g0389800	3
Os10g0389900	3
Os10g0390000	4
Os10g0390100	9
Os10g0390500	7
Os10g0390550	16
Os10g0390600	8
Os10g0390701	-31
Os10g0390800	-7
Os10g0390900	54
Os10g0391100	7
Os10g0391200	4
Os10g0391300	0
Os10g0391400	54
Os10g0391500	16
Os10g0391801	3
Os10g0392400	28
Os10g0392500	0
Os10g0392600	-12
Os10g0392650	2
Os10g0392700	7
Os10g0392800	3
Os10g0392900	-1
Os10g0393100	-1
Os10g0393600	2
Os10g0393700	-6
Os10g0393800	16
Os10g0393900	11
Os10g0394000	-2
Os10g0394100	-9
Os10g0394200	35
Os10g0394400	5
Os10g0394700	-15
Os10g0395000	-11
Os10g0395100	5
Os10g0395150	5
Os10g0395200	-5
Os10g0395400	-1
Os10g0395500	3
Os10g0396100	-7
Os10g0396300	1
Os10g0396350	-8
Os10g0396400	6
Os10g0396666	8
Os10g0396932	-2
Os10g0397066	0
Os10g0397200	0
Os10g0397400	12
Os10g0397433	6
Os10g0397500	5
Os10g0397800	5
Os10g0397900	-6
Os10g0398100	-13
Os10g0398350	-1
Os10g0398600	-16
Os10g0399100	3
Os10g0399200	0
Os10g0399700	1
Os10g0399901	8
Os10g0400100	1
Os10g0400200	7
Os10g0400250	7
Os10g0400500	11
Os10g0400700	8
Os10g0400800	12
Os10g0400900	9
Os10g0401000	-4
Os10g0401100	1
Os10g0402200	5
Os10g0402400	-2
Os10g0403000	0
Os10g0403200	-2
Os10g0403400	1
Os10g0403700	3
Os10g0403800	-9
Os10g0404300	34
Os10g0404500	4
Os10g0404533	5
Os10g0404566	5
Os10g0404900	-28
Os10g0405100	-1
Os10g0405300	-5
Os10g0405500	7
Os10g0405600	3
Os10g0406100	6
Os10g0406150	3
Os10g0406200	4
Os10g0406300	-1
Os10g0406350	-13
Os10g0406400	1
Os10g0406501	3
Os10g0406600	0
Os10g0406701	2
Os10g0406800	4
Os10g0406900	-14
Os10g0407000	2
Os10g0407100	-6
Os10g0407200	-6
Os10g0407400	-4
Os10g0407450	4
Os10g0407500	15
Os10g0407600	10
Os10g0408700	6
Os10g0409400	3
Os10g0409566	2
Os10g0409900	1
Os10g0410100	10
Os10g0410350	-8
Os10g0410600	4
Os10g0410650	-11
Os10g0410700	-4
Os10g0410750	12
Os10g0410900	8
Os10g0411100	-18
Os10g0411200	-8
Os10g0411500	-1
Os10g0411600	12
Os10g0411650	14
Os10g0411700	4
Os10g0411750	10
Os10g0411800	-3
Os10g0412000	8
Os10g0412050	8
Os10g0412100	5
Os10g0412350	0
Os10g0412600	4
Os10g0412700	-2
Os10g0412800	10
Os10g0413101	-2
Os10g0413400	7
Os10g0413500	16
Os10g0413700	-6
Os10g0413900	2
Os10g0414000	-5
Os10g0414500	8
Os10g0414700	4
Os10g0414800	3
Os10g0415100	-5
Os10g0415200	9
Os10g0415300	-9
Os10g0415400	0
Os10g0415600	-11
Os10g0415800	-4
Os10g0415900	21
Os10g0416000	4
Os10g0416100	-3
Os10g0416200	-2
Os10g0416350	-3
Os10g0416500	-29
Os10g0416800	-7
Os10g0417300	0
Os10g0417600	-13
Os10g0417800	-8
Os10g0418000	-30
Os10g0418100	6
Os10g0418300	-1
Os10g0418900	-6
Os10g0419100	-4
Os10g0419200	-3
Os10g0419250	2
Os10g0419300	53
Os10g0419400	9
Os10g0419500	16
Os10g0419600	4
Os10g0419700	0
Os10g0420000	-4
Os10g0420200	-3
Os10g0420266	-8
Os10g0420332	-2
Os10g0420400	8
Os10g0420800	1
Os10g0420900	-5
Os10g0421400	3
Os10g0421500	11
Os10g0421800	12
Os10g0422000	10
Os10g0422050	-9
Os10g0422075	11
Os10g0422200	27
Os10g0422300	16
Os10g0422401	15
Os10g0422500	4
Os10g0422566	9
Os10g0422583	2
Os10g0422600	-7
Os10g0422700	-1
Os10g0422800	-1
Os10g0423000	4
Os10g0423300	0
Os10g0423400	-1
Os10g0423501	-9
Os10g0423700	0
Os10g0423800	9
Os10g0423900	0
Os10g0424100	0
Os10g0424400	4
Os10g0424733	6
Os10g0425066	5
Os10g0425400	0
Os10g0425700	9
Os10g0425900	-1
Os10g0426100	5
Os10g0426300	-3
Os10g0426450	0
Os10g0426600	2
Os10g0426700	-1
Os10g0427100	8
Os10g0427300	1
Os10g0427600	20
Os10g0427700	2
Os10g0427900	0
Os10g0428200	8
Os10g0428500	-6
Os10g0428900	0
Os10g0429200	0
Os10g0429300	0
Os10g0429600	0
Os10g0429651	-4
Os10g0430200	-15
Os10g0430600	0
Os10g0430700	17
Os10g0430750	2
Os10g0430800	6
Os10g0430900	12
Os10g0431000	-2
Os10g0431100	-10
Os10g0431700	-24
Os10g0431900	-3
Os10g0432001	-20
Os10g0432200	10
Os10g0432300	7
Os10g0432400	-8
Os10g0432650	-1
Os10g0432725	-7
Os10g0433200	-3
Os10g0433700	-5
Os10g0434000	0
Os10g0434200	0
Os10g0434300	-5
Os10g0434650	0
Os10g0434801	11
Os10g0434900	3
Os10g0434999	0
Os10g0435300	0
Os10g0435400	3
Os10g0435900	0
Os10g0436100	1
Os10g0436700	1
Os10g0436800	0
Os10g0436825	-3
Os10g0436850	5
Os10g0436900	-35
Os10g0436950	2
Os10g0437000	5
Os10g0437100	8
Os10g0437200	0
Os10g0437400	0
Os10g0437500	-39
Os10g0437525	3
Os10g0437550	12
Os10g0437600	5
Os10g0437700	8
Os10g0437750	1
Os10g0437900	1
Os10g0438000	3
Os10g0438100	9
Os10g0438300	13
Os10g0438301	-4
Os10g0438500	-15
Os10g0438600	-34
Os10g0438700	18
Os10g0438800	-18
Os10g0439100	-12
Os10g0439166	-1
Os10g0439200	-2
Os10g0439266	0
Os10g0439333	0
Os10g0439600	7
Os10g0439650	11
Os10g0439682	0
Os10g0439700	6
Os10g0439800	-19
Os10g0439862	0
Os10g0439924	-27
Os10g0439986	6
Os10g0440050	0
Os10g0440100	-3
Os10g0440500	34
Os10g0441800	-2
Os10g0441900	-5
Os10g0442000	0
Os10g0442100	22
Os10g0442400	1
Os10g0442466	-6
Os10g0442532	2
Os10g0442600	6
Os10g0442700	4
Os10g0442800	-3
Os10g0442900	-3
Os10g0443000	-12
Os10g0443100	-5
Os10g0443200	3
Os10g0443400	1
Os10g0443600	0
Os10g0443800	7
Os10g0444100	-6
Os10g0444400	-2
Os10g0444450	2
Os10g0444500	1
Os10g0444566	-2
Os10g0444600	-5
Os10g0444700	-10
Os10g0444850	-5
Os10g0445400	7
Os10g0445500	-14
Os10g0445600	-11
Os10g0445900	-14
Os10g0446100	7
Os10g0446200	10
Os10g0446400	3
Os10g0446600	2
Os10g0446800	1
Os10g0447100	-3
Os10g0447300	1
Os10g0447400	-15
Os10g0447600	13
Os10g0447900	-7
Os10g0447950	-29
Os10g0448000	1
Os10g0449400	1
Os10g0450000	-4
Os10g0450400	-6
Os10g0450800	5
Os10g0450900	14
Os10g0451600	-1
Os10g0451700	7
Os10g0451900	1
Os10g0452100	11
Os10g0452300	8
Os10g0452500	-2
Os10g0452700	17
Os10g0452800	12
Os10g0453000	-4
Os10g0453900	3
Os10g0454200	3
Os10g0454300	-4
Os10g0455800	-5
Os10g0455900	3
Os10g0456000	-6
Os10g0456100	-60
Os10g0456200	0
Os10g0456400	2
Os10g0456500	-1
Os10g0456550	-6
Os10g0456600	-1
Os10g0456800	6
Os10g0456900	2
Os10g0456950	-4
Os10g0457000	3
Os10g0457200	-6
Os10g0457301	-16
Os10g0457400	-20
Os10g0457500	3
Os10g0457600	-3
Os10g0457700	10
Os10g0457980	-8
Os10g0458300	4
Os10g0458600	0
Os10g0458700	3
Os10g0458900	6
Os10g0459300	-2
Os10g0459550	2
Os10g0459600	-2
Os10g0459700	3
Os10g0459900	6
Os10g0460000	2
Os10g0460500	2
Os10g0460733	1
Os10g0460766	5
Os10g0460800	1
Os10g0460900	1
Os10g0461100	-3
Os10g0462100	-15
Os10g0462200	-11
Os10g0462300	0
Os10g0462500	-7
Os10g0462600	-1
Os10g0462800	10
Os10g0462900	68
Os10g0462966	49
Os10g0463032	33
Os10g0463100	6
Os10g0463200	-45
Os10g0463300	3
Os10g0463400	4
Os10g0463600	-30
Os10g0463800	50
Os10g0463900	15
Os10g0464000	4
Os10g0464050	11
Os10g0464100	6
Os10g0464300	4
Os10g0464350	3
Os10g0464400	1
Os10g0464500	4
Os10g0464800	8
Os10g0464901	2
Os10g0465000	2
Os10g0465175	-13
Os10g0465300	-1
Os10g0465700	13
Os10g0465800	-1
Os10g0465900	0
Os10g0465950	8
Os10g0466000	-1
Os10g0466100	-9
Os10g0466200	1
Os10g0466300	8
Os10g0466500	-6
Os10g0466700	5
Os10g0466800	-10
Os10g0467000	-3
Os10g0467100	5
Os10g0467200	0
Os10g0467600	-5
Os10g0467800	-4
Os10g0467850	-9
Os10g0467900	-7
Os10g0468250	3
Os10g0468301	-1
Os10g0468500	22
Os10g0468600	1
Os10g0468800	-4
Os10g0468950	13
Os10g0469000	4
