GeneName,up5,dn5,unchange5,all,HN5
Zcchc24,4,9,229,242,-5
Nup160,4,9,229,242,-5
Acvrl1,6,11,225,242,-5
Zcrb1,4,9,229,242,-5
Nup214,2,7,233,242,-5
Ptger1,3,8,231,242,-5
Zdhhc1,3,8,231,242,-5
Nup54,4,9,229,242,-5
Nup85,2,7,233,242,-5
Actr1b,2,7,233,242,-5
Nusap1,5,10,227,242,-5
Ptchd3,0,5,237,242,-5
Nxn,2,7,233,242,-5
Actn4,2,7,233,242,-5
Nxpe4,3,8,231,242,-5
Oas3,2,7,233,242,-5
Pspc1,2,7,233,242,-5
Zdhhc5,3,8,231,242,-5
Psmg4,2,7,233,242,-5
Nthl1,5,10,227,242,-5
Zc3h8,3,8,231,242,-5
Ntan1,3,8,231,242,-5
Nr3c2,4,9,229,242,-5
Pxylp1,5,10,227,242,-5
Nprl3,3,8,231,242,-5
Adh7,2,7,233,242,-5
Nptx2,0,5,237,242,-5
Adgrl2,4,9,229,242,-5
Zbed4,3,8,231,242,-5
Adgrb3,1,6,235,242,-5
Adgra1,0,5,237,242,-5
Zbtb17,3,8,231,242,-5
Nr2c2,2,7,233,242,-5
Adck1,2,7,233,242,-5
Zbtb26,4,9,229,242,-5
Pus7,4,9,229,242,-5
Adamts6,1,6,235,242,-5
Zc3h4,2,7,233,242,-5
Nradd,4,9,229,242,-5
Adamts20,0,5,237,242,-5
Zbtb49,3,8,231,242,-5
Adam5,2,7,233,242,-5
Adam34,1,6,235,242,-5
Nrip2,4,9,229,242,-5
Adam29,0,5,237,242,-5
Zc2hc1c,7,12,223,242,-5
Ptprm,2,7,233,242,-5
Zc3h11a,4,9,229,242,-5
Ptpn9,3,8,231,242,-5
Ptpn6,12,17,213,242,-5
Zc3h3,3,8,231,242,-5
Ndufb3,4,9,229,242,-5
Alms1,2,7,233,242,-5
Asah2,7,12,223,242,-5
Rfc5,3,8,231,242,-5
Ms4a19,1,6,235,242,-5
Vps8,4,9,229,242,-5
Arfip2,2,7,233,242,-5
Rex2,6,11,225,242,-5
Ms4a7,9,14,219,242,-5
Retreg2,2,7,233,242,-5
Msantd2,4,9,229,242,-5
Vsig1,0,5,237,242,-5
Rer1,2,7,233,242,-5
Arcn1,2,7,233,242,-5
Aqr,2,7,233,242,-5
Aqp1,6,11,225,242,-5
Vti1a,2,7,233,242,-5
mt-Nd3,10,15,217,242,-5
Apool,6,11,225,242,-5
Rel,1,6,235,242,-5
Vwa3b,5,10,227,242,-5
Vwa5a,5,10,227,242,-5
Mtch2,3,8,231,242,-5
Reep5,2,7,233,242,-5
Apcdd1,3,8,231,242,-5
Apc2,5,10,227,242,-5
Apba3,3,8,231,242,-5
Apba1,1,6,235,242,-5
Rdm1,10,15,217,242,-5
Ap5m1,5,10,227,242,-5
Mtg2,4,9,229,242,-5
Ap3m2,0,5,237,242,-5
Washc3,7,12,223,242,-5
Arhgap23,3,8,231,242,-5
Rffl,3,8,231,242,-5
Ranbp3l,3,8,231,242,-5
Mrps35,6,11,225,242,-5
Rhog,5,10,227,242,-5
Mras,3,8,231,242,-5
Mrgprb3,0,5,237,242,-5
Arrdc1,8,13,221,242,-5
Arpp19,5,10,227,242,-5
Rhbdl2,6,11,225,242,-5
Mrpl1,2,7,233,242,-5
Mrpl10,2,7,233,242,-5
Armcx2,5,10,227,242,-5
Armc8,2,7,233,242,-5
Mrpl15,5,10,227,242,-5
Mrpl17,2,7,233,242,-5
Mrpl21,4,9,229,242,-5
Mrpl36,3,8,231,242,-5
Arl2bp,2,7,233,242,-5
Rgs13,1,6,235,242,-5
Arl10,5,10,227,242,-5
Mrpl55,2,7,233,242,-5
Arhgef9,6,11,225,242,-5
Mrpl58,3,8,231,242,-5
Mrpl9,2,7,233,242,-5
Mrps18a,2,7,233,242,-5
Mrps21,5,10,227,242,-5
Vps35l,2,7,233,242,-5
Rfx3,1,6,235,242,-5
Arhgef11,2,7,233,242,-5
Rft1,3,8,231,242,-5
Mrps30,2,7,233,242,-5
Mrps31,2,7,233,242,-5
Ap1m1,2,7,233,242,-5
Mto1,3,8,231,242,-5
Rcor2,2,7,233,242,-5
Rcor1,2,7,233,242,-5
Nap1l2,1,6,235,242,-5
Rassf9,2,7,233,242,-5
Ankrd17,2,7,233,242,-5
Ankrd13d,2,7,233,242,-5
Napb,1,6,235,242,-5
Rassf3,3,8,231,242,-5
Wfdc1,5,10,227,242,-5
Wfdc12,8,13,221,242,-5
Wfdc16,4,9,229,242,-5
Ank1,4,9,229,242,-5
Angptl7,2,7,233,242,-5
Ncapd2,1,6,235,242,-5
Angpt1,4,9,229,242,-5
Ang5,2,7,233,242,-5
Ncaph,2,7,233,242,-5
Anapc15-ps,24,29,189,242,-5
Anapc1,2,7,233,242,-5
Ncoa4,2,7,233,242,-5
Ampd2,2,7,233,242,-5
Ncr1,2,7,233,242,-5
Amn,4,9,229,242,-5
Amer1,4,9,229,242,-5
Ndfip2,5,10,227,242,-5
Amd1,2,7,233,242,-5
Ndufa4l2,12,17,213,242,-5
Ndufa8,3,8,231,242,-5
Als2cl,4,9,229,242,-5
Wnt7a,1,6,235,242,-5
Ranbp6,2,7,233,242,-5
Ankrd22,5,10,227,242,-5
Naif1,1,6,235,242,-5
Ankrd36,2,7,233,242,-5
Wdr35,3,8,231,242,-5
Rcn3,2,7,233,242,-5
Rcn1,5,10,227,242,-5
Rcl1,3,8,231,242,-5
Mtrr,4,9,229,242,-5
Mttp,4,9,229,242,-5
Rbsn,2,7,233,242,-5
Mup19,7,12,223,242,-5
Ano10,3,8,231,242,-5
Wdr24,2,7,233,242,-5
Rbmxl1,5,10,227,242,-5
Wdr27,4,9,229,242,-5
Rbmx,6,11,225,242,-5
Mybl1,4,9,229,242,-5
Rbm7,3,8,231,242,-5
Ankrd39,1,6,235,242,-5
Wdr36,2,7,233,242,-5
Wdr41,2,7,233,242,-5
Myl9,8,13,221,242,-5
Wdr44,6,11,225,242,-5
Myo5a,5,10,227,242,-5
Myo7a,9,14,219,242,-5
Myoz3,1,6,235,242,-5
Ankrd50,2,7,233,242,-5
Mysm1,2,7,233,242,-5
Mzf1,0,5,237,242,-5
Rbm15b,2,7,233,242,-5
Rbm12b1,4,9,229,242,-5
Rbl1,1,6,235,242,-5
Obox8,1,6,235,242,-5
Odad2,3,8,231,242,-5
Psme2,6,11,225,242,-5
Pde5a,1,6,235,242,-5
Pde8a,3,8,231,242,-5
Pde8b,3,8,231,242,-5
Zfp933,3,8,231,242,-5
Pdlim1,5,10,227,242,-5
Ppia,4,9,229,242,-5
Pdlim7,2,7,233,242,-5
Pdpk1,4,9,229,242,-5
Pdss2,2,7,233,242,-5
4930402K13Rik,1,6,235,242,-5
Peak1,2,7,233,242,-5
4930402F06Rik,6,11,225,242,-5
Pebp1,3,8,231,242,-5
Zfp951,2,7,233,242,-5
4921524L21Rik,0,5,237,242,-5
Pelp1,4,9,229,242,-5
Pemt,7,12,223,242,-5
Perm1,4,9,229,242,-5
Pet100,4,9,229,242,-5
Pex1,3,8,231,242,-5
Zfp955a,6,11,225,242,-5
Pex10,2,7,233,242,-5
Pex7,2,7,233,242,-5
Pfas,4,9,229,242,-5
Zfp970,8,13,221,242,-5
2810408A11Rik,3,8,231,242,-5
2700097O09Rik,7,12,223,242,-5
2700062C07Rik,2,7,233,242,-5
Pfkp,4,9,229,242,-5
Pfn4,7,12,223,242,-5
Ppl,3,8,231,242,-5
Zfp865,2,7,233,242,-5
Odad4,2,7,233,242,-5
Zfp825,5,10,227,242,-5
Ppwd1,2,7,233,242,-5
Zfp707,3,8,231,242,-5
Ppp4r3a,2,7,233,242,-5
Patz1,5,10,227,242,-5
Pax1,0,5,237,242,-5
4932411N23Rik,3,8,231,242,-5
Ppp2r5e,4,9,229,242,-5
Paxip1,2,7,233,242,-5
Pbld2,6,11,225,242,-5
4931406C07Rik,2,7,233,242,-5
Zfp748,3,8,231,242,-5
Zfp760,7,12,223,242,-5
Pcdh10,0,5,237,242,-5
4930590J08Rik,1,6,235,242,-5
Pcdhb12,2,7,233,242,-5
Pcdhb9,3,8,231,242,-5
Pcdhga1,3,8,231,242,-5
Pcdhga12,4,9,229,242,-5
Zfp772,2,7,233,242,-5
Ppp1r21,2,7,233,242,-5
Zfp780b,2,7,233,242,-5
Ppp1r1b,4,9,229,242,-5
4930578I06Rik,0,5,237,242,-5
Pcmt1,2,7,233,242,-5
Pcmtd1,8,13,221,242,-5
4930564D02Rik,1,6,235,242,-5
Ppp1r14c,1,6,235,242,-5
Pcyox1,5,10,227,242,-5
Pdc,2,7,233,242,-5
2610001J05Rik,4,9,229,242,-5
Zfp994,3,8,231,242,-5
Zfp995,3,8,231,242,-5
Zfpl1,4,9,229,242,-5
Pik3c3,2,7,233,242,-5
1700049E17Rik1,3,8,231,242,-5
1700037C18Rik,4,9,229,242,-5
Pik3r5,1,6,235,242,-5
Pilra,4,9,229,242,-5
Znhit6,2,7,233,242,-5
Pnkd,2,7,233,242,-5
Znrf1,2,7,233,242,-5
Pitpnb,2,7,233,242,-5
Pkd1l3,2,7,233,242,-5
1700017N19Rik,2,7,233,242,-5
Zrsr1,2,7,233,242,-5
Pm20d1,4,9,229,242,-5
Pknox2,6,11,225,242,-5
Zscan18,0,5,237,242,-5
Zscan25,3,8,231,242,-5
Plaa,2,7,233,242,-5
1700010I14Rik,4,9,229,242,-5
Plbd2,2,7,233,242,-5
1190007I07Rik,2,7,233,242,-5
Plcg1,2,7,233,242,-5
Pld6,11,16,215,242,-5
Plekha3,2,7,233,242,-5
Plp2,5,10,227,242,-5
Plekha4,3,8,231,242,-5
Plekha8,3,8,231,242,-5
Plekhb2,4,9,229,242,-5
1110038F14Rik,3,8,231,242,-5
1110025L11Rik,3,8,231,242,-5
Pnp2,7,12,223,242,-5
Pih1d1,4,9,229,242,-5
Zmat4,4,9,229,242,-5
Phip,2,7,233,242,-5
Pggt1b,3,8,231,242,-5
Pgls,2,7,233,242,-5
Polr3d,3,8,231,242,-5
Pglyrp4,1,6,235,242,-5
Pgp,2,7,233,242,-5
Pgrmc1,5,10,227,242,-5
Polr2k,8,13,221,242,-5
Polr2j,5,10,227,242,-5
2410002F23Rik,6,11,225,242,-5
Phc1,6,11,225,242,-5
2310033P09Rik,2,7,233,242,-5
Zfyve9,2,7,233,242,-5
Polr1c,2,7,233,242,-5
Phkb,4,9,229,242,-5
Pigm,1,6,235,242,-5
Phrf1,2,7,233,242,-5
Pole3,2,7,233,242,-5
1700129C05Rik,4,9,229,242,-5
1700123O20Rik,2,7,233,242,-5
1700123L14Rik,1,6,235,242,-5
Pi16,7,12,223,242,-5
Pianp,10,15,217,242,-5
1700122O11Rik,4,9,229,242,-5
Pibf1,2,7,233,242,-5
Piezo2,2,7,233,242,-5
Zkscan17,2,7,233,242,-5
Pigb,4,9,229,242,-5
Zkscan6,3,8,231,242,-5
Parp16,7,12,223,242,-5
Zfp692,2,7,233,242,-5
Zfp691,15,20,207,242,-5
Abca7,2,7,233,242,-5
Olfr1307,2,7,233,242,-5
Zfp24,2,7,233,242,-5
Abo,1,6,235,242,-5
Olfr1366,0,5,237,242,-5
Olfr1416,0,5,237,242,-5
Abhd5,2,7,233,242,-5
Prss2,5,10,227,242,-5
Olfr18,1,6,235,242,-5
Abhd15,9,14,219,242,-5
Olfr237,1,6,235,242,-5
Olfr243,1,6,235,242,-5
Prrc2a,3,8,231,242,-5
Olfr251,1,6,235,242,-5
Prr33,2,7,233,242,-5
Abcg3,1,6,235,242,-5
Olfr293,0,5,237,242,-5
Olfr298,0,5,237,242,-5
Zfp318,3,8,231,242,-5
Zfp319,1,6,235,242,-5
Olfr301,1,6,235,242,-5
Olfr316,0,5,237,242,-5
Olfr324,1,6,235,242,-5
Olfr33,0,5,237,242,-5
Olfr354,0,5,237,242,-5
Abcf3,2,7,233,242,-5
Olfr366,0,5,237,242,-5
Olfr398,1,6,235,242,-5
Olfr402,0,5,237,242,-5
Zfp369,4,9,229,242,-5
Acaca,2,7,233,242,-5
Acacb,8,13,221,242,-5
Olfr1281,2,7,233,242,-5
Zfp12,2,7,233,242,-5
Zer1,2,7,233,242,-5
Acp2,3,8,231,242,-5
Psmd4,2,7,233,242,-5
Psmd13,2,7,233,242,-5
Psmd10,5,10,227,242,-5
Zfp112,0,5,237,242,-5
Oit1,8,13,221,242,-5
Psmc2,3,8,231,242,-5
Psmc1,3,8,231,242,-5
Olfr107,4,9,229,242,-5
Psma8,5,10,227,242,-5
Olfr1120,3,8,231,242,-5
Psma1,5,10,227,242,-5
Psg28,1,6,235,242,-5
Acap2,2,7,233,242,-5
Zfp14,0,5,237,242,-5
Psg23,4,9,229,242,-5
Psg19,0,5,237,242,-5
Olfr1238,3,8,231,242,-5
Zfp143,3,8,231,242,-5
Zfp146,5,10,227,242,-5
Olfr1247,4,9,229,242,-5
Olfr1250,1,6,235,242,-5
Olfr1257,0,5,237,242,-5
Olfr1260,1,6,235,242,-5
Acbd6,2,7,233,242,-5
Prx,0,5,237,242,-5
Acap3,1,6,235,242,-5
Abcb10,2,7,233,242,-5
Olfr543,3,8,231,242,-5
Park7,3,8,231,242,-5
Olfr568,0,5,237,242,-5
Oog1,1,6,235,242,-5
Primpol,5,10,227,242,-5
Prim1,2,7,233,242,-5
Optc,3,8,231,242,-5
Zfp580,4,9,229,242,-5
Osbpl5,4,9,229,242,-5
Preb,2,7,233,242,-5
Prdx6b,0,5,237,242,-5
Prdx6,3,8,231,242,-5
Osgin2,3,8,231,242,-5
Zfp599,3,8,231,242,-5
9030025P20Rik,6,11,225,242,-5
Zfp609,2,7,233,242,-5
7530416G11Rik,6,11,225,242,-5
6430571L13Rik,3,8,231,242,-5
6030458C11Rik,2,7,233,242,-5
Oxsr1,2,7,233,242,-5
Oxtr,1,6,235,242,-5
5730455P16Rik,3,8,231,242,-5
P2rx4,6,11,225,242,-5
Pa2g4,3,8,231,242,-5
Zfp646,4,9,229,242,-5
Zfp653,2,7,233,242,-5
4933421I07Rik,4,9,229,242,-5
Panx3,1,6,235,242,-5
4933409G03Rik,0,5,237,242,-5
Zfp687,3,8,231,242,-5
Pard6g,1,6,235,242,-5
Parg,2,7,233,242,-5
Omg,1,6,235,242,-5
Olfr981,1,6,235,242,-5
Olfr967,12,17,213,242,-5
Prl8a9,0,5,237,242,-5
Zfp407,2,7,233,242,-5
Zfp418,6,11,225,242,-5
Olfr667,2,7,233,242,-5
Prob1,2,7,233,242,-5
Olfr691,2,7,233,242,-5
Prmt9,2,7,233,242,-5
Olfr697,0,5,237,242,-5
Prmt7,3,8,231,242,-5
Zfp449,5,10,227,242,-5
Olfr701,1,6,235,242,-5
Olfr703,0,5,237,242,-5
Olfr709-ps1,0,5,237,242,-5
Olfr73,1,6,235,242,-5
Prl7d1,3,8,231,242,-5
Olfr920,1,6,235,242,-5
Olfr742,4,9,229,242,-5
Prl7b1,1,6,235,242,-5
Olfr744,6,11,225,242,-5
Olfr769,2,7,233,242,-5
Zfp493,14,19,209,242,-5
Zfp518a,5,10,227,242,-5
Olfr794,4,9,229,242,-5
Prl2a1,1,6,235,242,-5
Zfp523,2,7,233,242,-5
Olfr853,1,6,235,242,-5
A430005L14Rik,4,9,229,242,-5
Olfr898,2,7,233,242,-5
Olfr914,2,7,233,242,-5
Vmn2r75,4,9,229,242,-5
Fbxo3,2,7,233,242,-5
B3galt1,2,7,233,242,-5
Mgrn1,2,7,233,242,-5
Rnf40,2,7,233,242,-5
Rnf4,2,7,233,242,-5
Map1a,0,5,237,242,-5
Btbd35f10,0,5,237,242,-5
Bicdl1,2,7,233,242,-5
Mgat4f,2,7,233,242,-5
Rnf167,4,9,229,242,-5
Mmp19,2,7,233,242,-5
Rnf38,2,7,233,242,-5
Mcmdc2,7,12,223,242,-5
Btbd2,3,8,231,242,-5
Mei4,1,6,235,242,-5
Atf2,4,9,229,242,-5
Btbd10,3,8,231,242,-5
Rilpl2,2,7,233,242,-5
Borcs7,4,9,229,242,-5
Atg16l2,5,10,227,242,-5
Vmn1r60,2,7,233,242,-5
Atl1,2,7,233,242,-5
Rnf25,2,7,233,242,-5
Rims3,0,5,237,242,-5
Bsg,3,8,231,242,-5
Rnf41,2,7,233,242,-5
Vmn1r236,3,8,231,242,-5
Borcs8,3,8,231,242,-5
Lrrc42,3,8,231,242,-5
Mob1b,3,8,231,242,-5
Mbnl1,6,11,225,242,-5
Bub3,3,8,231,242,-5
B230217C12Rik,5,10,227,242,-5
Rpl15,3,8,231,242,-5
Btg1b,0,5,237,242,-5
Map3k7,2,7,233,242,-5
Mnt,3,8,231,242,-5
Map3k5,3,8,231,242,-5
Vmn1r209,0,5,237,242,-5
Vmn1r43,1,6,235,242,-5
Lrrc52,1,6,235,242,-5
B230307C23Rik,4,9,229,242,-5
Mab21l3,4,9,229,242,-5
Rps25,6,11,225,242,-5
Bag6,3,8,231,242,-5
Mepce,3,8,231,242,-5
Mcc,0,5,237,242,-5
Map3k13,2,7,233,242,-5
Meioc,2,7,233,242,-5
Map3k11,2,7,233,242,-5
Rps27,10,15,217,242,-5
Vmn2r120,1,6,235,242,-5
Lsp1,8,13,221,242,-5
Metap1,2,7,233,242,-5
Med10,3,8,231,242,-5
Atp13a5,0,5,237,242,-5
Bfar,2,7,233,242,-5
Vmn1r224,3,8,231,242,-5
Bpifb2,0,5,237,242,-5
Bcs1l,2,7,233,242,-5
Med11,2,7,233,242,-5
Mageb5,0,5,237,242,-5
Rpl38,4,9,229,242,-5
Riox1,2,7,233,242,-5
Rps6kl1,0,5,237,242,-5
Vmn2r17,1,6,235,242,-5
Mad2l1bp,3,8,231,242,-5
Rpl4,3,8,231,242,-5
Mink1,2,7,233,242,-5
Atp5g2,5,10,227,242,-5
Bean1,3,8,231,242,-5
Med1,4,9,229,242,-5
Mecr,2,7,233,242,-5
Brd3,3,8,231,242,-5
Mageb5b,1,6,235,242,-5
Brca2,1,6,235,242,-5
Magee2,1,6,235,242,-5
Vmn1r55,0,5,237,242,-5
Vmn2r20,0,5,237,242,-5
Atox1,5,10,227,242,-5
Rraga,2,7,233,242,-5
Lst1,13,18,211,242,-5
Rin2,2,7,233,242,-5
Mdfic2,0,5,237,242,-5
Mdga2,3,8,231,242,-5
Rit2,1,6,235,242,-5
Atp10b,1,6,235,242,-5
Rragb,5,10,227,242,-5
Atp11a,2,7,233,242,-5
Rpl3,6,11,225,242,-5
B4galt2,0,5,237,242,-5
Mdk,6,11,225,242,-5
Ly6g6f,5,10,227,242,-5
Bcl7c,4,9,229,242,-5
Rint1,4,9,229,242,-5
AU021092,5,10,227,242,-5
Mipep,3,8,231,242,-5
Rps3a1,6,11,225,242,-5
Vmn1r229,0,5,237,242,-5
Luc7l2,2,7,233,242,-5
Bclaf1,3,8,231,242,-5
Mak,2,7,233,242,-5
Maip1,2,7,233,242,-5
Bud13,2,7,233,242,-5
Atp5h,2,7,233,242,-5
Mfsd14a,4,9,229,242,-5
Rpap1,4,9,229,242,-5
Lrp8,7,12,223,242,-5
Morf4l1,3,8,231,242,-5
C2cd5,3,8,231,242,-5
Bms1,2,7,233,242,-5
Lrp2bp,5,10,227,242,-5
Lrrc14b,4,9,229,242,-5
Rps15a,9,14,219,242,-5
Mfsd12,2,7,233,242,-5
Marchf7,3,8,231,242,-5
Asic4,4,9,229,242,-5
Mpi,4,9,229,242,-5
Atpif1,2,7,233,242,-5
Rnps1,3,8,231,242,-5
Atr,3,8,231,242,-5
BC035947,3,8,231,242,-5
Rtn4ip1,2,7,233,242,-5
Mapk9,4,9,229,242,-5
Mphosph9,1,6,235,242,-5
Mettl23,2,7,233,242,-5
Lyzl6,3,8,231,242,-5
Bmp2k,5,10,227,242,-5
Mapk1ip1,2,7,233,242,-5
C87436,5,10,227,242,-5
Mphosph10,2,7,233,242,-5
Mpc1,2,7,233,242,-5
Rtn2,3,8,231,242,-5
Bbs10,2,7,233,242,-5
Maskbp3,3,8,231,242,-5
Rpf1,2,7,233,242,-5
Mas1,10,15,217,242,-5
Mettl16,4,9,229,242,-5
Bmp5,3,8,231,242,-5
Rpf2,3,8,231,242,-5
Mfsd3,6,11,225,242,-5
Atp9b,2,7,233,242,-5
Bmt2,4,9,229,242,-5
Lzts3,2,7,233,242,-5
BC049352,3,8,231,242,-5
Vmn2r11,0,5,237,242,-5
Lrrc34,5,10,227,242,-5
Marchf2,5,10,227,242,-5
Mblac1,1,6,235,242,-5
Mfsd4b5,3,8,231,242,-5
Rp2,3,8,231,242,-5
Vmn1r40,1,6,235,242,-5
Rnf139,3,8,231,242,-5
Rph3a,1,6,235,242,-5
Mapk10,2,7,233,242,-5
Atxn3,4,9,229,242,-5
Asb1,5,10,227,242,-5
C1qa,6,11,225,242,-5
Mapk8ip2,3,8,231,242,-5
Rpp38,7,12,223,242,-5
Birc6,3,8,231,242,-5
Mob3a,2,7,233,242,-5
Mettl6,3,8,231,242,-5
AW209491,2,7,233,242,-5
9930012K11Rik,4,10,228,242,-6
Gm21943,0,6,236,242,-6
Ccdc173,5,11,226,242,-6
Zfp451,2,8,232,242,-6
Orc5,5,11,226,242,-6
Zfp382,7,13,222,242,-6
Zfp593,2,8,232,242,-6
Lyzl1,1,7,234,242,-6
Gm20854,1,7,234,242,-6
Olfr465-ps1,1,7,234,242,-6
Ccdc175,3,9,230,242,-6
Zfp454,4,10,228,242,-6
Prmt2,8,14,220,242,-6
Upp2,8,14,220,242,-6
Scgb2b21,0,6,236,242,-6
Prelid2,4,10,228,242,-6
Bhlha9,3,9,230,242,-6
Knop1,2,8,232,242,-6
Oscp1,3,9,230,242,-6
Blmh,4,10,228,242,-6
Gm2411,3,9,230,242,-6
Tmem126b,4,10,228,242,-6
Gm20824,0,6,236,242,-6
Gm28079,6,12,224,242,-6
Olfr597,1,7,234,242,-6
Olfr635,0,6,236,242,-6
Olfr654,0,6,236,242,-6
Tmem132a,2,8,232,242,-6
Olfr552,1,7,234,242,-6
Zfp426,2,8,232,242,-6
Dtx3,4,10,228,242,-6
Srcap,2,8,232,242,-6
Abca16,0,6,236,242,-6
Bloc1s5,5,11,226,242,-6
St7,2,8,232,242,-6
Gm20825,1,7,234,242,-6
Edil3,2,8,232,242,-6
Osbpl9,2,8,232,242,-6
Osbpl7,1,7,234,242,-6
Olfr682-ps1,0,6,236,242,-6
Gm28102,0,6,236,242,-6
Klra8,4,10,228,242,-6
Gm20834,0,6,236,242,-6
Tmem159,3,9,230,242,-6
AA986860,4,10,228,242,-6
Gm20867,2,8,232,242,-6
Prl2c3,14,20,208,242,-6
Ccdc142,12,18,212,242,-6
Olfr77,1,7,234,242,-6
Krit1,4,10,228,242,-6
Tmem17,1,7,234,242,-6
Krtap15,8,14,220,242,-6
Gm21560,12,18,212,242,-6
A630023A22Rik,3,9,230,242,-6
Srsf4,2,8,232,242,-6
Gm21497,0,6,236,242,-6
Tmem168,3,9,230,242,-6
Olfr930,0,6,236,242,-6
Dtwd2,1,7,234,242,-6
Prkcg,1,7,234,242,-6
Rpn2,2,8,232,242,-6
A4galt,6,12,224,242,-6
Gm20896,0,6,236,242,-6
E230025N22Rik,0,6,236,242,-6
Gm20914,1,7,234,242,-6
Gm21394,1,7,234,242,-6
Olfr808,1,7,234,242,-6
Tmem164,5,11,226,242,-6
Olfr809,3,9,230,242,-6
Urb2,2,8,232,242,-6
Gm20917,1,7,234,242,-6
Olfr905,0,6,236,242,-6
Olfr90,3,9,230,242,-6
Gm21209,1,7,234,242,-6
E2f7,0,6,236,242,-6
Rpp25l,2,8,232,242,-6
Ssh2,3,9,230,242,-6
Prl7a2,3,9,230,242,-6
Tmem143,3,9,230,242,-6
Gm20873,0,6,236,242,-6
Srp72,2,8,232,242,-6
Krtap22-2,1,7,234,242,-6
Rplp1,4,10,228,242,-6
Gm21876,0,6,236,242,-6
Tmem185a,2,8,232,242,-6
Lztfl1,5,11,226,242,-6
Ecm2,5,11,226,242,-6
Gm21865,3,9,230,242,-6
Srp19,4,10,228,242,-6
Tmem184c,4,10,228,242,-6
Echdc1,5,11,226,242,-6
Gm21095,1,7,234,242,-6
Gm21812,1,7,234,242,-6
Vmn1r202,2,8,232,242,-6
Srp68,2,8,232,242,-6
Kpna7,6,12,224,242,-6
Zfp532,8,14,220,242,-6
Oma1,3,9,230,242,-6
A26c3,2,8,232,242,-6
Zfp457,6,12,224,242,-6
Srpk2,2,8,232,242,-6
Prl8a2,0,6,236,242,-6
Zfp458,8,14,220,242,-6
Gm21750,6,12,224,242,-6
Gm21748,32,38,172,242,-6
Dynlt2b,3,9,230,242,-6
A2m,1,7,234,242,-6
Macroh2a1,3,9,230,242,-6
Ssx2ip,2,8,232,242,-6
Ccdc124,2,8,232,242,-6
Gm21719,0,6,236,242,-6
Tubg1,3,9,230,242,-6
Dnttip2,2,8,232,242,-6
Olfr45,1,7,234,242,-6
Acly,3,9,230,242,-6
Rpl14,3,9,230,242,-6
Diablo,2,8,232,242,-6
Dhx37,3,9,230,242,-6
Spag16,1,7,234,242,-6
Olfr118,1,7,234,242,-6
Pskh1,3,9,230,242,-6
Dhtkd1,2,8,232,242,-6
Zfp119b,2,8,232,242,-6
Spaca1,3,9,230,242,-6
Map3k4,2,8,232,242,-6
Gm43218,3,9,230,242,-6
BC024978,4,10,228,242,-6
Olfr1090,5,11,226,242,-6
Zfp114,2,8,232,242,-6
Kif24,1,7,234,242,-6
Olfr1037,0,6,236,242,-6
Dhcr24,2,8,232,242,-6
Zfp113,2,8,232,242,-6
Kifbp,4,10,228,242,-6
Uhrf1,5,11,226,242,-6
Gm39653,5,11,226,242,-6
Dis3l,3,9,230,242,-6
Uimc1,2,8,232,242,-6
Tmtc3,2,8,232,242,-6
Accs,5,11,226,242,-6
Olfr127,0,6,236,242,-6
Dlgap3,1,7,234,242,-6
Zfp174,0,6,236,242,-6
Dlg3,3,9,230,242,-6
Dleu7,7,13,222,242,-6
Zfp157,5,11,226,242,-6
Ace3,0,6,236,242,-6
Gm37419,12,18,212,242,-6
Kin,3,9,230,242,-6
Kifc5b,2,8,232,242,-6
Psg16,2,8,232,242,-6
Dis3l2,2,8,232,242,-6
Spata13,3,9,230,242,-6
Gm38394,2,8,232,242,-6
Dguok,4,10,228,242,-6
Psmb7,4,10,228,242,-6
BC024063,4,10,228,242,-6
Ccl21b,8,14,220,242,-6
Tns4,1,7,234,242,-6
Tob1,3,9,230,242,-6
Gm48551,3,9,230,242,-6
Sorbs1,2,8,232,242,-6
Dennd11,2,8,232,242,-6
Zdhhc7,2,8,232,242,-6
Obsl1,2,8,232,242,-6
Psmg2,3,9,230,242,-6
Uggt2,2,8,232,242,-6
Kidins220,2,8,232,242,-6
Oat,5,11,226,242,-6
Ccne2,4,10,228,242,-6
Oas1c,3,9,230,242,-6
Actl10,5,11,226,242,-6
Nynrin,5,11,226,242,-6
Nyap1,0,6,236,242,-6
Ptar1,3,9,230,242,-6
Kif16b,2,8,232,242,-6
Dennd6b,2,8,232,242,-6
Arxes1,8,14,220,242,-6
Gm47429,11,17,214,242,-6
Sox6,4,10,228,242,-6
Zfp11,4,10,228,242,-6
Zfp109,6,12,224,242,-6
Dgcr6,3,9,230,242,-6
Zfp108,5,11,226,242,-6
Dffb,2,8,232,242,-6
Ogg1,3,9,230,242,-6
Gm45711,0,6,236,242,-6
Mapk3,3,9,230,242,-6
Acp1,2,8,232,242,-6
Deup1,0,6,236,242,-6
Odf3,3,9,230,242,-6
Gm45861,1,7,234,242,-6
Desi1,3,9,230,242,-6
Vmn1r26,1,7,234,242,-6
Zfand4,4,10,228,242,-6
Sost,0,6,236,242,-6
Acat1,2,8,232,242,-6
Spata6,3,9,230,242,-6
Olfr441,0,6,236,242,-6
Abcg8,0,6,236,242,-6
Gm3047,0,6,236,242,-6
Tmem265,17,23,202,242,-6
