GeneName,up5,dn5,unchange5,all,HN5
Igsf6,6,11,225,242,-5
Thbs1,8,13,221,242,-5
Epc2,5,10,227,242,-5
Erlec1,5,10,227,242,-5
Gm10217,27,32,183,242,-5
Gip,9,14,219,242,-5
Sertad1,2,7,233,242,-5
Ints6l,7,12,223,242,-5
Tfec,5,10,227,242,-5
Erlin1,10,15,217,242,-5
Tubgcp6,1,6,235,242,-5
Serpinb9f,0,5,237,242,-5
Exosc6,5,10,227,242,-5
Gid8,3,8,231,242,-5
Ino80,2,7,233,242,-5
Gjd3,10,15,217,242,-5
Ikbkb,2,7,233,242,-5
Ist1,3,8,231,242,-5
Txlna,2,7,233,242,-5
Inca1,2,7,233,242,-5
Ercc6l2,4,9,229,242,-5
Glod4,3,8,231,242,-5
Itga11,0,5,237,242,-5
Gm11084,9,14,219,242,-5
Gm10775,11,16,215,242,-5
Itch,4,9,229,242,-5
Sult3a1,1,6,235,242,-5
Sumo1,3,8,231,242,-5
Impdh1,2,7,233,242,-5
Epgn,9,14,219,242,-5
Exo1,1,6,235,242,-5
Syce2,4,9,229,242,-5
Gli2,0,5,237,242,-5
Sult6b1,6,11,225,242,-5
Ercc5,2,7,233,242,-5
Ceacam9,3,8,231,242,-5
Evl,2,7,233,242,-5
Irak1bp1,4,9,229,242,-5
Irak3,3,8,231,242,-5
Glis1,8,13,221,242,-5
Gkap1,3,8,231,242,-5
Itga9,4,9,229,242,-5
Erf,3,8,231,242,-5
Ing2,2,7,233,242,-5
Ints8,3,8,231,242,-5
Itsn2,2,7,233,242,-5
Gipr,5,10,227,242,-5
Sfta2,18,23,201,242,-5
Sesn1,3,8,231,242,-5
Gm10130,3,8,231,242,-5
Gm12689,6,11,225,242,-5
Thap4,3,8,231,242,-5
Il12rb2,2,7,233,242,-5
Exoc8,2,7,233,242,-5
Eps15,3,8,231,242,-5
Itpr2,2,7,233,242,-5
Supt5,3,8,231,242,-5
Gm11733,1,6,235,242,-5
Sesn3,2,7,233,242,-5
Ergic2,5,10,227,242,-5
Cdh20,0,5,237,242,-5
Thoc6,2,7,233,242,-5
Gm10521,1,6,235,242,-5
Cenpw,0,5,237,242,-5
Cenps,5,10,227,242,-5
Erv3,1,6,235,242,-5
Ccnc,2,7,233,242,-5
Septin10,4,9,229,242,-5
Ldb3,0,5,237,242,-5
Lancl1,2,7,233,242,-5
Larp4,2,7,233,242,-5
Fndc9,2,7,233,242,-5
Fam228a,4,9,229,242,-5
Fndc3a,3,8,231,242,-5
Lce1d,1,6,235,242,-5
Fmo1,5,10,227,242,-5
Sars2,4,9,229,242,-5
Lcmt2,4,9,229,242,-5
Catspere2,4,9,229,242,-5
Flywch2,4,9,229,242,-5
Foxe3,3,8,231,242,-5
Usp42,1,6,235,242,-5
Usp44,0,5,237,242,-5
Tead4,4,9,229,242,-5
Tead3,3,8,231,242,-5
Usp5,2,7,233,242,-5
Catip,5,10,227,242,-5
Fam50b,2,7,233,242,-5
Flot1,3,8,231,242,-5
Flii,2,7,233,242,-5
Casc1,2,7,233,242,-5
Usp16,2,7,233,242,-5
Fam220a,2,7,233,242,-5
Tasor,2,7,233,242,-5
Ccdc134,1,6,235,242,-5
Ccdc15,1,6,235,242,-5
Fthl17a,6,11,225,242,-5
Ccdc148,4,9,229,242,-5
Tango6,2,7,233,242,-5
Kremen2,3,8,231,242,-5
Taok2,2,7,233,242,-5
Tapbp,3,8,231,242,-5
Scg5,4,9,229,242,-5
Frmd6,2,7,233,242,-5
Tardbp,2,7,233,242,-5
Scd1,4,9,229,242,-5
Usp10,2,7,233,242,-5
Fam217b,0,5,237,242,-5
Ccdc122,5,10,227,242,-5
Uros,4,9,229,242,-5
Frem1,0,5,237,242,-5
Ccdc115,2,7,233,242,-5
Foxred1,2,7,233,242,-5
Kynu,5,10,227,242,-5
L1cam,7,12,223,242,-5
Lactbl1,0,5,237,242,-5
Usp1,5,10,227,242,-5
Leprot,5,10,227,242,-5
Fam71b,0,5,237,242,-5
Ggnbp1,10,15,217,242,-5
Fbxw14,9,14,219,242,-5
Llgl1,3,8,231,242,-5
S100a2,23,28,191,242,-5
Lmntd2,6,11,225,242,-5
S100a1,7,12,223,242,-5
Vax2,5,10,227,242,-5
Fcf1,5,10,227,242,-5
Rybp,4,9,229,242,-5
Rxylt1,4,9,229,242,-5
Tcf19,2,7,233,242,-5
Rxrb,2,7,233,242,-5
Tcam1,3,8,231,242,-5
Fbn2,0,5,237,242,-5
Vcan,4,9,229,242,-5
Rxfp1,2,7,233,242,-5
Ruvbl2,5,10,227,242,-5
Cacna2d4,0,5,237,242,-5
Cacna1s,0,5,237,242,-5
Vegfb,2,7,233,242,-5
Runx3,3,8,231,242,-5
Veph1,2,7,233,242,-5
Lpcat2b,0,5,237,242,-5
Tceanc,3,8,231,242,-5
Fem1b,2,7,233,242,-5
Vash2,0,5,237,242,-5
Utp14b,3,8,231,242,-5
Vamp8,6,11,225,242,-5
Capza2,4,9,229,242,-5
Uxt,6,11,225,242,-5
Fitm1,6,11,225,242,-5
Lhx5,0,5,237,242,-5
Fanca,2,7,233,242,-5
Lig3,2,7,233,242,-5
Fhod3,2,7,233,242,-5
Vamp3,3,8,231,242,-5
Fhl5,4,9,229,242,-5
Tctn3,1,6,235,242,-5
Lims1,3,8,231,242,-5
Fbln5,3,8,231,242,-5
Fggy,10,15,217,242,-5
Fancg,1,6,235,242,-5
Tcp11l1,1,6,235,242,-5
Far1,2,7,233,242,-5
Farsb,3,8,231,242,-5
Tbc1d9b,3,8,231,242,-5
Fastkd2,3,8,231,242,-5
S1pr3,2,7,233,242,-5
Fat3,0,5,237,242,-5
Fev,0,5,237,242,-5
Kmt2b,2,7,233,242,-5
Tamm41,2,7,233,242,-5
Fam205a1,4,9,229,242,-5
Cd300ld4,9,14,219,242,-5
Gdi2,3,8,231,242,-5
Gdf7,2,7,233,242,-5
Sel1l2,1,6,235,242,-5
Faiml,6,11,225,242,-5
Cd3d,12,17,213,242,-5
Kcnh7,0,5,237,242,-5
Fam110a,1,6,235,242,-5
Fam110b,1,6,235,242,-5
Gbp4,8,13,221,242,-5
Cd300lg,7,12,223,242,-5
Sec31a,4,9,229,242,-5
Cd52,15,20,207,242,-5
Fam114a2,2,7,233,242,-5
Kcnj3,0,5,237,242,-5
Sec24b,3,8,231,242,-5
Kcnj4,2,7,233,242,-5
Kcnk10,2,7,233,242,-5
Sec16a,2,7,233,242,-5
Cd177,3,8,231,242,-5
Ubxn1,3,8,231,242,-5
Sec14l2,2,7,233,242,-5
Kctd1,3,8,231,242,-5
Ubl5,6,11,225,242,-5
Fabp7,9,14,219,242,-5
Klrb1c,7,12,223,242,-5
Kat14,3,8,231,242,-5
Cdc37l1,4,9,229,242,-5
Ube2j1,5,10,227,242,-5
Jmjd1c,2,7,233,242,-5
Ube2l6,5,10,227,242,-5
Jph4,0,5,237,242,-5
Ezh1,2,7,233,242,-5
Jpt1,3,8,231,242,-5
Cdc25b,3,8,231,242,-5
Jrkl,3,8,231,242,-5
Kank3,3,8,231,242,-5
Kat2a,2,7,233,242,-5
Kbtbd4,2,7,233,242,-5
Fabp1,14,19,209,242,-5
Ube2r2,2,7,233,242,-5
Ube2s,3,8,231,242,-5
Cdc14b,2,7,233,242,-5
Sema3d,0,5,237,242,-5
Ube2v2,4,9,229,242,-5
Cd96,3,8,231,242,-5
Cd8a,6,11,225,242,-5
Syt17,20,25,197,242,-5
Kbtbd3,3,8,231,242,-5
Fam126b,5,10,227,242,-5
Ubxn11,4,9,229,242,-5
Kctd2,3,8,231,242,-5
G3bp1,2,7,233,242,-5
Taf2,2,7,233,242,-5
Klb,3,8,231,242,-5
Fam160a2,2,7,233,242,-5
Fam170a,1,6,235,242,-5
Ccdc34,2,7,233,242,-5
Ccdc32,3,8,231,242,-5
Ccdc192,5,10,227,242,-5
Unc80,0,5,237,242,-5
Klhl10,2,7,233,242,-5
Ccdc191,3,8,231,242,-5
Taf7l2,0,5,237,242,-5
Gapdh,3,8,231,242,-5
Ccdc189,2,7,233,242,-5
Tesl1,1,6,235,242,-5
Klhl35,7,12,223,242,-5
Fzr1,4,9,229,242,-5
Fzd10,0,5,237,242,-5
Fyttd1,3,8,231,242,-5
Klk4,0,5,237,242,-5
Fxr2,2,7,233,242,-5
Klra4,4,9,229,242,-5
Klrb1,2,7,233,242,-5
Gabra5,2,7,233,242,-5
Uhrf2,2,7,233,242,-5
Kiss1,8,13,221,242,-5
Taf12,4,9,229,242,-5
Sdr39u1,7,12,223,242,-5
Galnt9,3,8,231,242,-5
Ccp110,2,7,233,242,-5
Tex24,0,5,237,242,-5
Tab3,6,11,225,242,-5
Tac1,4,9,229,242,-5
Galnt17,0,5,237,242,-5
Galnt16,10,15,217,242,-5
Ucp1,9,14,219,242,-5
Keap1,3,8,231,242,-5
Sdhaf1,2,7,233,242,-5
Tacc3,2,7,233,242,-5
Ufd1,4,9,229,242,-5
Ccn4,2,7,233,242,-5
Kif1c,2,7,233,242,-5
Tada1,2,7,233,242,-5
Ccdc90b,4,9,229,242,-5
Ccdc9,5,10,227,242,-5
Kif2a,4,9,229,242,-5
Tada2b,2,7,233,242,-5
Gad1,1,6,235,242,-5
Igkv9-120,8,13,221,242,-5
Dgkq,3,8,231,242,-5
Entpd5,2,7,233,242,-5
Dsg1b,4,9,229,242,-5
Csnk1g2,3,8,231,242,-5
Gm8906,5,10,227,242,-5
Spopfm1,1,6,235,242,-5
Sppl2a,2,7,233,242,-5
Slfn2,7,12,223,242,-5
Gm30083,0,5,237,242,-5
Slf2,2,7,233,242,-5
Tmem242,2,7,233,242,-5
Cryba1,7,12,223,242,-5
Rufy2,8,13,221,242,-5
Drc7,1,6,235,242,-5
Drd5,0,5,237,242,-5
Crtap,5,10,227,242,-5
Cep20,2,7,233,242,-5
Crp,9,14,219,242,-5
Trav6n-5,1,6,235,242,-5
Sprr4,2,7,233,242,-5
Gm28845,8,13,221,242,-5
Creb1,3,8,231,242,-5
Gnpat,2,7,233,242,-5
Tmem214,3,8,231,242,-5
Slc9a1,2,7,233,242,-5
Crb2,1,6,235,242,-5
Gm28635,11,16,215,242,-5
Gm28510,1,6,235,242,-5
Crb1,0,5,237,242,-5
Dph1,2,7,233,242,-5
Dpagt1,2,7,233,242,-5
Trav14d-2,10,15,217,242,-5
Dolpp1,2,7,233,242,-5
Cwc27,3,8,231,242,-5
Gm8104,5,10,227,242,-5
Spice1,2,7,233,242,-5
Dnajc2,3,8,231,242,-5
Dnajc24,3,8,231,242,-5
Dnajc25,2,7,233,242,-5
Ctxn1,3,8,231,242,-5
Tmem63c,4,9,229,242,-5
Gm8212,3,8,231,242,-5
Gm8220,12,17,213,242,-5
Ctps,3,8,231,242,-5
Gm3278,3,8,231,242,-5
Smarce1,3,8,231,242,-5
Dnajc7,2,7,233,242,-5
Gm3269,0,5,237,242,-5
Ctcfl,7,12,223,242,-5
Dnph1,3,8,231,242,-5
Ctcf,2,7,233,242,-5
Smarca5,2,7,233,242,-5
Tmem40,6,11,225,242,-5
Smad6,3,8,231,242,-5
Spns2,4,9,229,242,-5
Spo11,1,6,235,242,-5
Csrp3,10,15,217,242,-5
Sly,7,12,223,242,-5
Spsb4,3,8,231,242,-5
Got1l1,11,16,215,242,-5
Cpsf6,4,9,229,242,-5
Gpr26,0,5,237,242,-5
Gpr37,1,6,235,242,-5
Dync1li2,2,7,233,242,-5
Slc4a5,1,6,235,242,-5
Srgap2,2,7,233,242,-5
Gpx2,5,10,227,242,-5
Slc46a2,1,6,235,242,-5
Tmem192,2,7,233,242,-5
Grap,4,9,229,242,-5
Dynlt1c,2,7,233,242,-5
Dynlt2a1,30,35,177,242,-5
Col22a1,5,10,227,242,-5
Gm21761,4,9,229,242,-5
E030030I06Rik,5,10,227,242,-5
Trerf1,0,5,237,242,-5
Col19a1,3,8,231,242,-5
E130116L18Rik,21,26,195,242,-5
E130218I03Rik,9,14,219,242,-5
Grip2,4,9,229,242,-5
Slc3a1,7,12,223,242,-5
Gm21650,0,5,237,242,-5
Col10a1,2,7,233,242,-5
Grm5,0,5,237,242,-5
Grxcr1,0,5,237,242,-5
Slc39a14,3,8,231,242,-5
Cog4,3,8,231,242,-5
Dync1i2,2,7,233,242,-5
Cops5,2,7,233,242,-5
Gpat4,3,8,231,242,-5
Gpr173,0,5,237,242,-5
Cpped1,3,8,231,242,-5
Cpne1,5,10,227,242,-5
Cpb2,2,7,233,242,-5
Gpatch4,3,8,231,242,-5
Cox7a2l,2,7,233,242,-5
Sptb,0,5,237,242,-5
Gm28305,23,28,191,242,-5
Tmem211,1,6,235,242,-5
Gpd2,2,7,233,242,-5
Dtymk,2,7,233,242,-5
Duox1,0,5,237,242,-5
Gpr107,2,7,233,242,-5
Slc6a12,13,18,211,242,-5
Slc6a11,1,6,235,242,-5
Gm28038,19,24,199,242,-5
Dus2,2,7,233,242,-5
Dusp10,2,7,233,242,-5
Dusp19,6,11,225,242,-5
Gpr141b,0,5,237,242,-5
Gpr155,2,7,233,242,-5
Tmem200a,9,14,219,242,-5
Dym,2,7,233,242,-5
Gpr160,9,14,219,242,-5
Tmem198b,3,8,231,242,-5
Gm21983,6,11,225,242,-5
Dnajc19,2,7,233,242,-5
Cwf19l1,2,7,233,242,-5
Cxadr,4,9,229,242,-5
Snx4,2,7,233,242,-5
Tomt,2,7,233,242,-5
Decr1,4,9,229,242,-5
Spag1,4,9,229,242,-5
Gm50253,5,10,227,242,-5
Snx24,6,11,225,242,-5
Gm42688,2,7,233,242,-5
Ddx55,1,6,235,242,-5
Snx15,2,7,233,242,-5
Dhx33,5,10,227,242,-5
Ddx42,2,7,233,242,-5
Snx11,3,8,231,242,-5
Ddx31,2,7,233,242,-5
Snurf,13,18,211,242,-5
Gm5142,2,7,233,242,-5
Dhx8,3,8,231,242,-5
Sntn,0,5,237,242,-5
Tox4,2,7,233,242,-5
Sntb2,2,7,233,242,-5
Ddx1,3,8,231,242,-5
Ddt,4,9,229,242,-5
Ddrgk1,2,7,233,242,-5
Spag6l,1,6,235,242,-5
Tnfrsf22,2,7,233,242,-5
Dimt1,5,10,227,242,-5
Tpgs1,2,7,233,242,-5
Gm49630,4,9,229,242,-5
Gm49510,14,19,209,242,-5
Spata17,6,11,225,242,-5
Snx8,3,8,231,242,-5
Tnk2,4,9,229,242,-5
Dgcr8,3,8,231,242,-5
Gm45692,10,15,217,242,-5
Sox15,9,14,219,242,-5
Gm45753,0,5,237,242,-5
Gm45783,16,21,205,242,-5
Tnp2,16,21,205,242,-5
Gm4707,28,33,181,242,-5
Sostdc1,2,7,233,242,-5
Dhrs1,2,7,233,242,-5
Sp8,0,5,237,242,-5
Dennd2c,0,5,237,242,-5
Dennd1a,5,10,227,242,-5
Gm4922,3,8,231,242,-5
Tollip,2,7,233,242,-5
Tomm20,3,8,231,242,-5
Sod2,2,7,233,242,-5
Gm49337,17,22,203,242,-5
Defb33,0,5,237,242,-5
Spaca3,2,7,233,242,-5
Gm49359,5,10,227,242,-5
Gm49387,7,12,223,242,-5
Gm49391,18,23,201,242,-5
Gm49395,27,32,183,242,-5
Gm49396,5,10,227,242,-5
Dis3,2,7,233,242,-5
Snrnp70,3,8,231,242,-5
Cxcl15,3,8,231,242,-5
Gm6408,5,10,227,242,-5
Tmprss11b,1,6,235,242,-5
Dnah5,0,5,237,242,-5
Spdye4c,7,12,223,242,-5
Dnai2,5,10,227,242,-5
D3Ertd751e,4,9,229,242,-5
Smpdl3b,2,7,233,242,-5
Gm35060,8,13,221,242,-5
D130043K22Rik,1,6,235,242,-5
D10Wsu102e,0,5,237,242,-5
Spef1,3,8,231,242,-5
Cyrib,4,9,229,242,-5
Spef2,2,7,233,242,-5
Tmem86b,4,9,229,242,-5
Gm7073,0,5,237,242,-5
Traj31,1,6,235,242,-5
Spen,2,7,233,242,-5
Gm7347,5,10,227,242,-5
Cyp2w1,1,6,235,242,-5
Tmem72,4,9,229,242,-5
Dnajc15,4,9,229,242,-5
Spi1,8,13,221,242,-5
Cybrd1,1,6,235,242,-5
Cyb5rl,4,9,229,242,-5
Cyb5r2,5,10,227,242,-5
Smim19,4,9,229,242,-5
Dnaaf6b,1,6,235,242,-5
Smug1,2,7,233,242,-5
Dctn1,2,7,233,242,-5
Spcs1,4,9,229,242,-5
Snrnp35,2,7,233,242,-5
Dcps,2,7,233,242,-5
Tnfrsf13b,5,10,227,242,-5
Gm3727,1,6,235,242,-5
Dixdc1,2,7,233,242,-5
Tpmt,4,9,229,242,-5
Dclre1b,3,8,231,242,-5
Dkc1,4,9,229,242,-5
Dlgap2,0,5,237,242,-5
Dclk1,4,9,229,242,-5
Dlx3,5,10,227,242,-5
Dcdc2c,8,13,221,242,-5
Tmtc4,2,7,233,242,-5
Dcaf5,2,7,233,242,-5
Dmac1,3,8,231,242,-5
Dmac2,4,9,229,242,-5
Snapc4,3,8,231,242,-5
Dcaf12,2,7,233,242,-5
Tmsb4x,5,10,227,242,-5
Dbi,4,9,229,242,-5
Gm597,0,5,237,242,-5
Daw1,4,9,229,242,-5
Tmprss15,0,5,237,242,-5
Dapp1,3,8,231,242,-5
Dapk3,3,8,231,242,-5
Gm21637,1,6,235,242,-5
Slc39a1,7,12,223,242,-5
Cog3,2,7,233,242,-5
Skint4,0,5,237,242,-5
Hps1,2,7,233,242,-5
Gm17018,3,8,231,242,-5
Chchd4,2,7,233,242,-5
Cgref1,6,11,225,242,-5
Tspyl3,1,6,235,242,-5
Hrh3,2,7,233,242,-5
Cga,6,11,225,242,-5
Hrob,3,8,231,242,-5
Six1,0,5,237,242,-5
Siva1,2,7,233,242,-5
Hsbp1,2,7,233,242,-5
Cfl1,4,9,229,242,-5
Stk4,3,8,231,242,-5
Gm16286,3,8,231,242,-5
Sirpb1c,4,9,229,242,-5
Hsf2,4,9,229,242,-5
Hsf5,1,6,235,242,-5
Gm16223,2,7,233,242,-5
Sipa1,3,8,231,242,-5
Cfap73,8,13,221,242,-5
Cfap65,1,6,235,242,-5
Htr1f,0,5,237,242,-5
Siglech,4,9,229,242,-5
Htr2a,3,8,231,242,-5
Cfap57,1,6,235,242,-5
Stk33,4,9,229,242,-5
Eif2b1,4,9,229,242,-5
Tm2d2,2,7,233,242,-5
Hoxa3,8,13,221,242,-5
Tshb,10,15,217,242,-5
Chrm4,4,9,229,242,-5
Hmgcr,2,7,233,242,-5
Gm17660,10,15,217,242,-5
Slc10a7,1,6,235,242,-5
Eif1ad19,6,11,225,242,-5
Hmgcs1,2,7,233,242,-5
Tshz3,0,5,237,242,-5
Gm17654,3,8,231,242,-5
Hmgxb4,5,10,227,242,-5
Slc10a2,3,8,231,242,-5
Tmbim4,5,10,227,242,-5
Hmox2,3,8,231,242,-5
Chmp4b,3,8,231,242,-5
Chmp2a,2,7,233,242,-5
Hnrnpd,3,8,231,242,-5
Gm17604,27,32,183,242,-5
Gm17555,11,16,215,242,-5
Hnrnph1,3,8,231,242,-5
Stk17b,2,7,233,242,-5
Chid1,2,7,233,242,-5
Tma16,2,7,233,242,-5
Eif2ak2,2,7,233,242,-5
Skint8,0,5,237,242,-5
Hoxa2,2,7,233,242,-5
Ttc21b,2,7,233,242,-5
Gm15128,5,10,227,242,-5
Tmc7,2,7,233,242,-5
Emilin3,3,8,231,242,-5
Stx1a,4,9,229,242,-5
Ces1h,1,6,235,242,-5
Ift81,7,12,223,242,-5
Tirap,3,8,231,242,-5
Igbp1b,0,5,237,242,-5
Stx2,3,8,231,242,-5
Sh3d21,3,8,231,242,-5
Ighv1-47,4,9,229,242,-5
Gm14124,3,8,231,242,-5
Ighv1-52,3,8,231,242,-5
Ighv1-56,2,7,233,242,-5
Sh3bp1,4,9,229,242,-5
Tiprl,4,9,229,242,-5
Ighv1-7,4,9,229,242,-5
Enho,2,7,233,242,-5
Ttyh1,7,12,223,242,-5
Ighv11-2,4,9,229,242,-5
Tub,8,13,221,242,-5
Tuba1b,4,9,229,242,-5
Cep57,2,7,233,242,-5
Gm1330,1,6,235,242,-5
Tuba8,1,6,235,242,-5
Igkv3-9,3,8,231,242,-5
Igkv4-50,6,11,225,242,-5
Cep295,6,11,225,242,-5
Ift46,3,8,231,242,-5
Sh3tc2,4,9,229,242,-5
Gm15114,2,7,233,242,-5
Eme1,1,6,235,242,-5
Iapp,5,10,227,242,-5
Cfap36,3,8,231,242,-5
Shprh,3,8,231,242,-5
Stpg1,2,7,233,242,-5
Shoc2,2,7,233,242,-5
Eif4enif1,2,7,233,242,-5
Tlr7,9,14,219,242,-5
Eif4g3,2,7,233,242,-5
Cfap298,4,9,229,242,-5
Cfap221,5,10,227,242,-5
Idh3g,5,10,227,242,-5
Gm14443,0,5,237,242,-5
Elfn2,0,5,237,242,-5
Ttc39d,3,8,231,242,-5
Ifi202b,6,11,225,242,-5
Ttc6,3,8,231,242,-5
Ifit2,7,12,223,242,-5
Ifit3,12,17,213,242,-5
Strn4,2,7,233,242,-5
Ttc9b,2,7,233,242,-5
Ttc9c,3,8,231,242,-5
Ttf2,2,7,233,242,-5
Tti1,3,8,231,242,-5
Elovl6,2,7,233,242,-5
Emc2,3,8,231,242,-5
Hmga1b,25,30,187,242,-5
Stau1,3,8,231,242,-5
Gm21627,1,6,235,242,-5
Slc30a7,2,7,233,242,-5
Gm20909,1,6,235,242,-5
Slc30a3,7,12,223,242,-5
Sstr3,4,9,229,242,-5
Eapp,2,7,233,242,-5
Gm20897,2,7,233,242,-5
H1f10,5,10,227,242,-5
Cnga4,1,6,235,242,-5
Cnbd2,2,7,233,242,-5
Gm20890,0,5,237,242,-5
Cmya5,0,5,237,242,-5
Trim37,2,7,233,242,-5
Ebf2,1,6,235,242,-5
Ecel1,2,7,233,242,-5
Clrn1,6,11,225,242,-5
H2ac18,7,12,223,242,-5
Clmp,0,5,237,242,-5
Ssxb10,8,13,221,242,-5
Ecsit,4,9,229,242,-5
Clic4,2,7,233,242,-5
H2al1m,26,31,185,242,-5
Clec4f,0,5,237,242,-5
H2bc11,19,24,199,242,-5
Slc25a44,2,7,233,242,-5
Triqk,6,11,225,242,-5
H3f3b,3,8,231,242,-5
Gulp1,6,11,225,242,-5
Gtpbp8,3,8,231,242,-5
Hacd3,4,9,229,242,-5
Cnot6l,8,13,221,242,-5
Gsdma2,0,5,237,242,-5
Srsf3,3,8,231,242,-5
Gsdmc2,3,8,231,242,-5
Gsdmd,4,9,229,242,-5
Srsf7,4,9,229,242,-5
Tmem167b,2,7,233,242,-5
Gm21440,1,6,235,242,-5
Gstcd,3,8,231,242,-5
Gstm7,10,15,217,242,-5
Cntrob,1,6,235,242,-5
Cntnap5c,0,5,237,242,-5
Sry,1,6,235,242,-5
Gm21411,12,17,213,242,-5
Cntn5,0,5,237,242,-5
Ss18l2,5,10,227,242,-5
Ssbp2,5,10,227,242,-5
Slc35g3,4,9,229,242,-5
Gm21294,1,6,235,242,-5
Gtf2e2,3,8,231,242,-5
Slc35f2,7,12,223,242,-5
Trim15,4,9,229,242,-5
Gtf3c4,2,7,233,242,-5
Trim16,2,7,233,242,-5
Cnot7,3,8,231,242,-5
Gtf3c6,2,7,233,242,-5
Edem3,2,7,233,242,-5
Hacd4,2,7,233,242,-5
Gm2030,2,7,233,242,-5
Hdgfl1,1,6,235,242,-5
Ciz1,3,8,231,242,-5
Hdlbp,2,7,233,242,-5
Stambp,5,10,227,242,-5
Hells,3,8,231,242,-5
Efcab14,2,7,233,242,-5
Hemk1,3,8,231,242,-5
Star,6,11,225,242,-5
Gm20662,23,28,191,242,-5
Ciao2a,2,7,233,242,-5
Herc3,4,9,229,242,-5
Slc18b1,9,14,219,242,-5
Efemp2,4,9,229,242,-5
Hey2,4,9,229,242,-5
Tmco5b,0,5,237,242,-5
Chtf8,5,10,227,242,-5
Chsy1,2,7,233,242,-5
Chst5,0,5,237,242,-5
Slc16a7,5,10,227,242,-5
Chst10,5,10,227,242,-5
Higd1a,2,7,233,242,-5
Hinfp,3,8,231,242,-5
Hipk1,3,8,231,242,-5
Tsg101,3,8,231,242,-5
Slc13a4,2,7,233,242,-5
Stat5b,2,7,233,242,-5
Ckap2,5,10,227,242,-5
Hdgf,2,7,233,242,-5
Cldn34d,1,6,235,242,-5
Slc22a3,0,5,237,242,-5
Gm20850,0,5,237,242,-5
Cldn34b4,3,8,231,242,-5
Gm20843,0,5,237,242,-5
Slc25a26,3,8,231,242,-5
Hapln1,0,5,237,242,-5
Trmt13,3,8,231,242,-5
Cldn34a,1,6,235,242,-5
Cldn24,10,15,217,242,-5
Eea1,3,8,231,242,-5
Eef1a1,6,11,225,242,-5
Gm20820,1,6,235,242,-5
Slc25a15,6,11,225,242,-5
Gm20817,1,6,235,242,-5
Eef1akmt2,2,7,233,242,-5
Eef1akmt4,4,9,229,242,-5
Slc25a11,3,8,231,242,-5
Trp53i13,3,8,231,242,-5
Tmem123,4,9,229,242,-5
St8sia4,0,5,237,242,-5
Efcab1,0,5,237,242,-5
Trp53rka,2,7,233,242,-5
Tmem115,3,8,231,242,-5
Hdac11,6,11,225,242,-5
Tmem109,2,7,233,242,-5
Hdac6,6,11,225,242,-5
Eif2b5,3,8,231,242,-5
Klra1,1,6,235,242,-5
Vhl,3,8,231,242,-5
Xpo5,2,7,233,242,-5
Nin,9,14,219,242,-5
Ninl,4,9,229,242,-5
Nipbl,3,8,231,242,-5
Nipsnap1,5,10,227,242,-5
Nipsnap2,7,12,223,242,-5
Rab35,3,8,231,242,-5
Nisch,4,9,229,242,-5
Nkain4,11,16,215,242,-5
Rab2b,5,10,227,242,-5
Agpat2,5,10,227,242,-5
Yars2,3,8,231,242,-5
Nkx2-4,4,9,229,242,-5
Ybx1,5,10,227,242,-5
Nkx2-6,0,5,237,242,-5
Nlgn2,2,7,233,242,-5
Ydjc,3,8,231,242,-5
Rab14,3,8,231,242,-5
Yes1,4,9,229,242,-5
Nlrp9c,2,7,233,242,-5
Rab11fip2,2,7,233,242,-5
Yif1a,3,8,231,242,-5
Nme3,5,10,227,242,-5
R3hcc1l,2,7,233,242,-5
Noct,3,8,231,242,-5
Ypel5,6,11,225,242,-5
Nop56,4,9,229,242,-5
Afg1l,2,7,233,242,-5
Pyy,7,12,223,242,-5
Npas1,3,8,231,242,-5
Rab4b,3,8,231,242,-5
Rab5b,2,7,233,242,-5
Ramp2,8,13,221,242,-5
Nfya,3,8,231,242,-5
Wrn,2,7,233,242,-5
Alg14,9,14,219,242,-5
Ralgps2,4,9,229,242,-5
Ralgapa2,2,7,233,242,-5
Ndufs1,3,8,231,242,-5
Rala,6,11,225,242,-5
Ndufs7,5,10,227,242,-5
Aldh7a1,4,9,229,242,-5
Radil,9,14,219,242,-5
Rad9b,3,8,231,242,-5
Aldh6a1,7,12,223,242,-5
Aldh16a1,4,9,229,242,-5
Nedd1,5,10,227,242,-5
Nedd8,2,7,233,242,-5
Albfm1,0,5,237,242,-5
Alad,3,8,231,242,-5
Aktip,2,7,233,242,-5
Nek3,1,6,235,242,-5
Akp3,0,5,237,242,-5
Xkr8,2,7,233,242,-5
Rack1,4,9,229,242,-5
Akap11,3,8,231,242,-5
Akap1,4,9,229,242,-5
Ak9,4,9,229,242,-5
Neurod4,0,5,237,242,-5
Rab9b,1,6,235,242,-5
Aipl1,1,6,235,242,-5
Rab7,3,8,231,242,-5
Nfx1,3,8,231,242,-5
Adra2c,2,7,233,242,-5
Npdc1,2,7,233,242,-5
Adra1d,6,11,225,242,-5
Npm3,3,8,231,242,-5
Ntm,5,10,227,242,-5
Ntpcr,5,10,227,242,-5
Ptpmt1,2,7,233,242,-5
Adam2,1,6,235,242,-5
Nubpl,2,7,233,242,-5
Adam12,2,7,233,242,-5
Ptk6,2,7,233,242,-5
Ptk2,4,9,229,242,-5
Nudt1,5,10,227,242,-5
Adam10,6,11,225,242,-5
